source,target,value
Total_L,PE38:6,0.3
HDL_L,PE38:6,0.3
Total_P,PE38:6,0.3
HDL_P,PE38:6,0.3
Phosphoglyc,PE38:6,0.3
Cholines,PE38:6,0.3
Phosphatidylc,PE38:6,0.3
Sphingomyelins,PE38:6,0.3
ApoA1,PE38:6,0.3
Total_FA,PE38:6,0.3
Omega_3,PE38:6,0.3
Omega_6,PE38:6,0.3
PUFA,PE38:6,0.3
SFA,PE38:6,0.3
LA,PE38:6,0.3
DHA,PE38:6,0.3
Omega_3_pct,PE38:6,0.3
Glucose,PE38:6,0.3
Pyruvate,PE38:6,0.3
Citrate,PE38:6,0.3
Acetoacetate,PE38:6,0.3
XS_VLDL_P,PE38:6,0.3
XS_VLDL_L,PE38:6,0.3
XS_VLDL_PL,PE38:6,0.3
XS_VLDL_C,PE38:6,0.3
XS_VLDL_CE,PE38:6,0.3
XS_VLDL_FC,PE38:6,0.3
IDL_TG,PE38:6,0.3
XL_HDL_P,PE38:6,0.3
XL_HDL_TG,PE38:6,0.3
L_HDL_P,PE38:6,0.3
L_HDL_PL,PE38:6,0.3
L_HDL_FC,PE38:6,0.3
L_HDL_TG,PE38:6,0.3
M_HDL_P,PE38:6,0.3
M_HDL_L,PE38:6,0.3
M_HDL_PL,PE38:6,0.3
M_HDL_FC,PE38:6,0.3
S_HDL_FC,PE38:6,0.3
M_HDL_FC_pct,PE38:6,0.3
S_HDL_FC_pct,PE38:6,0.3
Total_C,PE38:5,0.3
Remnant_C,PE38:5,0.3
LDL_TG,PE38:5,0.3
HDL_TG,PE38:5,0.3
Total_PL,PE38:5,0.3
HDL_PL,PE38:5,0.3
Total_CE,PE38:5,0.3
Total_FC,PE38:5,0.3
HDL_FC,PE38:5,0.3
Total_L,PE38:5,0.3
HDL_L,PE38:5,0.3
Total_P,PE38:5,0.3
HDL_P,PE38:5,0.3
Phosphoglyc,PE38:5,0.3
Cholines,PE38:5,0.3
Phosphatidylc,PE38:5,0.3
Sphingomyelins,PE38:5,0.3
ApoA1,PE38:5,0.3
Total_FA,PE38:5,0.3
Omega_3,PE38:5,0.3
Omega_6,PE38:5,0.3
PUFA,PE38:5,0.3
SFA,PE38:5,0.3
LA,PE38:5,0.3
DHA,PE38:5,0.3
Omega_3_pct,PE38:5,0.3
Glucose,PE38:5,0.3
Pyruvate,PE38:5,0.3
Citrate,PE38:5,0.3
Acetoacetate,PE38:5,0.3
Albumin,PE38:5,0.3
XS_VLDL_P,PE38:5,0.3
XS_VLDL_L,PE38:5,0.3
XS_VLDL_PL,PE38:5,0.3
XS_VLDL_C,PE38:5,0.3
XS_VLDL_CE,PE38:5,0.3
XS_VLDL_FC,PE38:5,0.3
XS_VLDL_TG,PE38:5,0.3
IDL_L,PE38:5,0.3
IDL_PL,PE38:5,0.3
IDL_TG,PE38:5,0.3
L_LDL_TG,PE38:5,0.3
M_LDL_TG,PE38:5,0.3
XL_HDL_P,PE38:5,0.3
XL_HDL_TG,PE38:5,0.3
L_HDL_TG,PE38:5,0.3
M_HDL_P,PE38:5,0.3
M_HDL_L,PE38:5,0.3
M_HDL_PL,PE38:5,0.3
M_HDL_FC,PE38:5,0.3
M_HDL_TG,PE38:5,0.3
S_HDL_L,PE38:5,0.3
S_HDL_PL,PE38:5,0.3
S_HDL_FC,PE38:5,0.3
M_HDL_FC_pct,PE38:5,0.3
S_HDL_FC_pct,PE38:5,0.3
Total_C,PE38:4,0.3
non_HDL_C,PE38:4,0.3
Remnant_C,PE38:4,0.3
VLDL_C,PE38:4,0.3
LDL_C,PE38:4,0.3
LDL_TG,PE38:4,0.3
Total_PL,PE38:4,0.3
Total_CE,PE38:4,0.3
VLDL_CE,PE38:4,0.3
LDL_CE,PE38:4,0.3
Total_FC,PE38:4,0.3
VLDL_FC,PE38:4,0.3
Total_L,PE38:4,0.3
LDL_L,PE38:4,0.3
Total_P,PE38:4,0.3
VLDL_P,PE38:4,0.3
LDL_P,PE38:4,0.3
Phosphoglyc,PE38:4,0.3
Cholines,PE38:4,0.3
Phosphatidylc,PE38:4,0.3
Sphingomyelins,PE38:4,0.3
ApoB,PE38:4,0.3
Total_FA,PE38:4,0.3
Omega_3,PE38:4,0.3
Omega_6,PE38:4,0.3
PUFA,PE38:4,0.3
SFA,PE38:4,0.3
LA,PE38:4,0.3
DHA,PE38:4,0.3
Omega_3_pct,PE38:4,0.3
Glucose,PE38:4,0.3
Pyruvate,PE38:4,0.3
Citrate,PE38:4,0.3
Acetoacetate,PE38:4,0.3
M_VLDL_P,PE38:4,0.3
M_VLDL_PL,PE38:4,0.3
M_VLDL_C,PE38:4,0.3
M_VLDL_FC,PE38:4,0.3
S_VLDL_L,PE38:4,0.3
S_VLDL_PL,PE38:4,0.3
S_VLDL_C,PE38:4,0.3
S_VLDL_CE,PE38:4,0.3
S_VLDL_FC,PE38:4,0.3
XS_VLDL_P,PE38:4,0.3
XS_VLDL_L,PE38:4,0.3
XS_VLDL_PL,PE38:4,0.3
XS_VLDL_C,PE38:4,0.3
XS_VLDL_CE,PE38:4,0.3
XS_VLDL_FC,PE38:4,0.3
XS_VLDL_TG,PE38:4,0.3
IDL_P,PE38:4,0.3
IDL_L,PE38:4,0.3
IDL_PL,PE38:4,0.3
IDL_C,PE38:4,0.3
IDL_CE,PE38:4,0.3
IDL_FC,PE38:4,0.3
IDL_TG,PE38:4,0.3
L_LDL_P,PE38:4,0.3
L_LDL_L,PE38:4,0.3
L_LDL_PL,PE38:4,0.3
L_LDL_C,PE38:4,0.3
L_LDL_CE,PE38:4,0.3
L_LDL_TG,PE38:4,0.3
M_LDL_TG,PE38:4,0.3
S_LDL_P,PE38:4,0.3
XL_HDL_TG,PE38:4,0.3
L_HDL_TG,PE38:4,0.3
S_HDL_FC,PE38:4,0.3
S_HDL_FC_pct,PE38:4,0.3
Total_P,PE38:3,0.3
HDL_P,PE38:3,0.3
Phosphoglyc,PE38:3,0.3
Cholines,PE38:3,0.3
Phosphatidylc,PE38:3,0.3
Omega_3,PE38:3,0.3
DHA,PE38:3,0.3
Acetoacetate,PE38:3,0.3
Total_PL,PE40:6,0.3
Total_L,PE40:6,0.3
Phosphoglyc,PE40:6,0.3
Cholines,PE40:6,0.3
Phosphatidylc,PE40:6,0.3
Total_FA,PE40:6,0.3
Omega_3,PE40:6,0.3
Omega_6,PE40:6,0.3
PUFA,PE40:6,0.3
SFA,PE40:6,0.3
LA,PE40:6,0.3
Glucose,PE40:6,0.3
Pyruvate,PE40:6,0.3
Acetoacetate,PE40:6,0.3
XS_VLDL_L,PE40:6,0.3
XS_VLDL_PL,PE40:6,0.3
XS_VLDL_FC,PE40:6,0.3
L_LDL_TG,PE40:6,0.3
XL_HDL_TG,PE40:6,0.3
S_HDL_PL,PE40:6,0.3
S_HDL_FC,PE40:6,0.3
LDL_size,PE36:1p,0.3
Unsaturation,PE36:1p,0.3
XXL_VLDL_C_pct,PE36:1p,0.3
XXL_VLDL_CE_pct,PE36:1p,0.3
XL_VLDL_C_pct,PE36:1p,0.3
XL_VLDL_CE_pct,PE36:1p,0.3
XL_VLDL_FC_pct,PE36:1p,0.3
L_VLDL_C_pct,PE36:1p,0.3
L_VLDL_CE_pct,PE36:1p,0.3
M_VLDL_PL_pct,PE36:1p,0.3
M_VLDL_C_pct,PE36:1p,0.3
M_VLDL_CE_pct,PE36:1p,0.3
M_VLDL_FC_pct,PE36:1p,0.3
S_VLDL_PL_pct,PE36:1p,0.3
S_VLDL_C_pct,PE36:1p,0.3
S_VLDL_CE_pct,PE36:1p,0.3
S_VLDL_FC_pct,PE36:1p,0.3
XS_VLDL_C_pct,PE36:1p,0.3
XS_VLDL_CE_pct,PE36:1p,0.3
IDL_C_pct,PE36:1p,0.3
IDL_CE_pct,PE36:1p,0.3
IDL_FC_pct,PE36:1p,0.3
L_LDL_C_pct,PE36:1p,0.3
L_LDL_FC_pct,PE36:1p,0.3
S_LDL_FC_pct,PE36:1p,0.3
S_HDL_C_pct,PE36:1p,0.3
Omega_3,PE40:5p,0.3
Omega_6,PE40:5p,0.3
PUFA,PE40:5p,0.3
XS_VLDL_P,PE40:5p,0.3
XS_VLDL_L,PE40:5p,0.3
XS_VLDL_PL,PE40:5p,0.3
XS_VLDL_C,PE40:5p,0.3
XS_VLDL_CE,PE40:5p,0.3
XS_VLDL_FC,PE40:5p,0.3
Acetate,LPA18:0,0.3
L_HDL_FC_pct,PA34:1,0.3
S_HDL_FC_pct,PA34:1,0.3
XL_HDL_P,PA36:1,0.3
XL_HDL_FC,PA36:1,0.3
L_HDL_FC_pct,PA36:1,0.3
S_HDL_FC_pct,PA36:1,0.3
HDL_CE,PA38:3,0.3
HDL_size,PA40:6,0.3
XL_HDL_PL,PA40:6,0.3
L_HDL_P,PA40:6,0.3
L_HDL_L,PA40:6,0.3
L_HDL_PL,PA40:6,0.3
L_HDL_C,PA40:6,0.3
L_HDL_FC,PA40:6,0.3
XL_HDL_PL_pct,PA40:6,0.3
HDL_CE,LPI16:1,0.3
HDL_P,LPI16:1,0.3
DHA_pct,LPI16:0,0.3
Acetate,LPI16:0,0.3
M_HDL_C_pct,LPI16:0,0.3
DHA,PG36:3(18:1),0.3
Omega_3_pct,PG36:3(18:1),0.3
Total_PL,PG36:2(18:0),0.3
Total_FC,PG36:2(18:0),0.3
Total_L,PG36:2(18:0),0.3
Total_P,PG36:2(18:0),0.3
Phosphoglyc,PG36:2(18:0),0.3
Cholines,PG36:2(18:0),0.3
Phosphatidylc,PG36:2(18:0),0.3
Sphingomyelins,PG36:2(18:0),0.3
Total_FA,PG36:2(18:0),0.3
Omega_3,PG36:2(18:0),0.3
Omega_6,PG36:2(18:0),0.3
PUFA,PG36:2(18:0),0.3
SFA,PG36:2(18:0),0.3
LA,PG36:2(18:0),0.3
DHA,PG36:2(18:0),0.3
Glucose,PG36:2(18:0),0.3
Pyruvate,PG36:2(18:0),0.3
Citrate,PG36:2(18:0),0.3
Acetoacetate,PG36:2(18:0),0.3
Albumin,PG36:2(18:0),0.3
XS_VLDL_L,PG36:2(18:0),0.3
XS_VLDL_PL,PG36:2(18:0),0.3
XS_VLDL_C,PG36:2(18:0),0.3
XS_VLDL_CE,PG36:2(18:0),0.3
XS_VLDL_FC,PG36:2(18:0),0.3
S_HDL_L,PG36:2(18:0),0.3
S_HDL_PL,PG36:2(18:0),0.3
S_HDL_FC,PG36:2(18:0),0.3
Total_C,PG36:4(20:4),0.3
Remnant_C,PG36:4(20:4),0.3
HDL_C,PG36:4(20:4),0.3
Total_PL,PG36:4(20:4),0.3
HDL_PL,PG36:4(20:4),0.3
Total_CE,PG36:4(20:4),0.3
HDL_CE,PG36:4(20:4),0.3
Total_FC,PG36:4(20:4),0.3
HDL_FC,PG36:4(20:4),0.3
Total_L,PG36:4(20:4),0.3
HDL_L,PG36:4(20:4),0.3
Total_P,PG36:4(20:4),0.3
HDL_P,PG36:4(20:4),0.3
HDL_size,PG36:4(20:4),0.3
Phosphoglyc,PG36:4(20:4),0.3
Cholines,PG36:4(20:4),0.3
Phosphatidylc,PG36:4(20:4),0.3
Sphingomyelins,PG36:4(20:4),0.3
ApoA1,PG36:4(20:4),0.3
Total_FA,PG36:4(20:4),0.3
Omega_3,PG36:4(20:4),0.3
Omega_6,PG36:4(20:4),0.3
PUFA,PG36:4(20:4),0.3
LA,PG36:4(20:4),0.3
DHA,PG36:4(20:4),0.3
Omega_3_pct,PG36:4(20:4),0.3
Gln,PG36:4(20:4),0.3
Glucose,PG36:4(20:4),0.3
Pyruvate,PG36:4(20:4),0.3
Citrate,PG36:4(20:4),0.3
Acetoacetate,PG36:4(20:4),0.3
Albumin,PG36:4(20:4),0.3
XS_VLDL_P,PG36:4(20:4),0.3
XS_VLDL_L,PG36:4(20:4),0.3
XS_VLDL_PL,PG36:4(20:4),0.3
XS_VLDL_C,PG36:4(20:4),0.3
XS_VLDL_CE,PG36:4(20:4),0.3
XS_VLDL_FC,PG36:4(20:4),0.3
IDL_L,PG36:4(20:4),0.3
IDL_PL,PG36:4(20:4),0.3
IDL_C,PG36:4(20:4),0.3
IDL_CE,PG36:4(20:4),0.3
IDL_FC,PG36:4(20:4),0.3
IDL_TG,PG36:4(20:4),0.3
XL_HDL_P,PG36:4(20:4),0.3
XL_HDL_L,PG36:4(20:4),0.3
XL_HDL_PL,PG36:4(20:4),0.3
XL_HDL_C,PG36:4(20:4),0.3
XL_HDL_CE,PG36:4(20:4),0.3
XL_HDL_FC,PG36:4(20:4),0.3
XL_HDL_TG,PG36:4(20:4),0.3
L_HDL_P,PG36:4(20:4),0.3
L_HDL_L,PG36:4(20:4),0.3
L_HDL_PL,PG36:4(20:4),0.3
L_HDL_C,PG36:4(20:4),0.3
L_HDL_FC,PG36:4(20:4),0.3
L_HDL_TG,PG36:4(20:4),0.3
M_HDL_P,PG36:4(20:4),0.3
M_HDL_L,PG36:4(20:4),0.3
M_HDL_PL,PG36:4(20:4),0.3
M_HDL_C,PG36:4(20:4),0.3
M_HDL_FC,PG36:4(20:4),0.3
S_HDL_FC,PG36:4(20:4),0.3
L_HDL_FC_pct,PG36:4(20:4),0.3
M_HDL_FC_pct,PG36:4(20:4),0.3
S_HDL_FC_pct,PG36:4(20:4),0.3
HDL_PL,PG36:4(20:3),0.3
Acetoacetate,PG36:4(20:3),0.3
M_HDL_PL,PG36:4(20:3),0.3
HDL_PL,PG36:3(20:3),0.3
DHA,PG36:3(20:3),0.3
Omega_3_pct,PG36:3(20:3),0.3
HDL_PL,PG38:6(22:5),0.3
HDL_FC,PG38:6(22:5),0.3
HDL_L,PG38:6(22:5),0.3
Total_P,PG38:6(22:5),0.3
Phosphoglyc,PG38:6(22:5),0.3
Cholines,PG38:6(22:5),0.3
Phosphatidylc,PG38:6(22:5),0.3
ApoA1,PG38:6(22:5),0.3
M_HDL_P,PG38:6(22:5),0.3
M_HDL_L,PG38:6(22:5),0.3
M_HDL_FC,PG38:6(22:5),0.3
Sphingomyelins,PG38:5(20:4),0.3
DHA,PG38:5(20:4),0.3
Citrate,PG38:5(20:4),0.3
XS_VLDL_C,PG38:5(20:4),0.3
XS_VLDL_CE,PG38:5(20:4),0.3
IDL_L,PG38:5(20:4),0.3
IDL_PL,PG38:5(20:4),0.3
Total_C,PG38:4(20:4),0.3
non_HDL_C,PG38:4(20:4),0.3
Remnant_C,PG38:4(20:4),0.3
Clinical_LDL_C,PG38:4(20:4),0.3
LDL_C,PG38:4(20:4),0.3
LDL_TG,PG38:4(20:4),0.3
Total_PL,PG38:4(20:4),0.3
LDL_PL,PG38:4(20:4),0.3
HDL_PL,PG38:4(20:4),0.3
Total_CE,PG38:4(20:4),0.3
VLDL_CE,PG38:4(20:4),0.3
LDL_CE,PG38:4(20:4),0.3
Total_FC,PG38:4(20:4),0.3
LDL_FC,PG38:4(20:4),0.3
HDL_FC,PG38:4(20:4),0.3
Total_L,PG38:4(20:4),0.3
LDL_L,PG38:4(20:4),0.3
HDL_L,PG38:4(20:4),0.3
Total_P,PG38:4(20:4),0.3
LDL_P,PG38:4(20:4),0.3
HDL_P,PG38:4(20:4),0.3
Phosphoglyc,PG38:4(20:4),0.3
Cholines,PG38:4(20:4),0.3
Phosphatidylc,PG38:4(20:4),0.3
Sphingomyelins,PG38:4(20:4),0.3
ApoB,PG38:4(20:4),0.3
ApoA1,PG38:4(20:4),0.3
Total_FA,PG38:4(20:4),0.3
Omega_3,PG38:4(20:4),0.3
Omega_6,PG38:4(20:4),0.3
PUFA,PG38:4(20:4),0.3
SFA,PG38:4(20:4),0.3
LA,PG38:4(20:4),0.3
DHA,PG38:4(20:4),0.3
Omega_3_pct,PG38:4(20:4),0.3
Glucose,PG38:4(20:4),0.3
Pyruvate,PG38:4(20:4),0.3
Citrate,PG38:4(20:4),0.3
bOHbutyrate,PG38:4(20:4),0.3
Acetoacetate,PG38:4(20:4),0.3
Albumin,PG38:4(20:4),0.3
M_VLDL_C,PG38:4(20:4),0.3
M_VLDL_FC,PG38:4(20:4),0.3
S_VLDL_FC,PG38:4(20:4),0.3
XS_VLDL_P,PG38:4(20:4),0.3
XS_VLDL_L,PG38:4(20:4),0.3
XS_VLDL_PL,PG38:4(20:4),0.3
XS_VLDL_C,PG38:4(20:4),0.3
XS_VLDL_CE,PG38:4(20:4),0.3
XS_VLDL_FC,PG38:4(20:4),0.3
IDL_P,PG38:4(20:4),0.3
IDL_L,PG38:4(20:4),0.3
IDL_PL,PG38:4(20:4),0.3
IDL_C,PG38:4(20:4),0.3
IDL_CE,PG38:4(20:4),0.3
IDL_FC,PG38:4(20:4),0.3
IDL_TG,PG38:4(20:4),0.3
L_LDL_P,PG38:4(20:4),0.3
L_LDL_L,PG38:4(20:4),0.3
L_LDL_PL,PG38:4(20:4),0.3
L_LDL_C,PG38:4(20:4),0.3
L_LDL_CE,PG38:4(20:4),0.3
L_LDL_FC,PG38:4(20:4),0.3
L_LDL_TG,PG38:4(20:4),0.3
M_LDL_L,PG38:4(20:4),0.3
M_LDL_C,PG38:4(20:4),0.3
M_LDL_CE,PG38:4(20:4),0.3
S_LDL_CE,PG38:4(20:4),0.3
XL_HDL_TG,PG38:4(20:4),0.3
L_HDL_TG,PG38:4(20:4),0.3
M_HDL_P,PG38:4(20:4),0.3
M_HDL_L,PG38:4(20:4),0.3
M_HDL_PL,PG38:4(20:4),0.3
M_HDL_FC,PG38:4(20:4),0.3
S_HDL_P,PG38:4(20:4),0.3
S_HDL_L,PG38:4(20:4),0.3
S_HDL_PL,PG38:4(20:4),0.3
S_HDL_C,PG38:4(20:4),0.3
S_HDL_CE,PG38:4(20:4),0.3
S_HDL_FC,PG38:4(20:4),0.3
L_LDL_CE_pct,PG38:4(20:4),0.3
M_HDL_FC_pct,PG38:4(20:4),0.3
S_HDL_FC_pct,PG38:4(20:4),0.3
Total_P,PG38:3(20:3),0.3
HDL_P,PG38:3(20:3),0.3
Cholines,PG38:3(20:3),0.3
DHA,PG38:3(20:3),0.3
Citrate,PG38:3(20:3),0.3
HDL_FC,LBPA36:3(18:1),0.3
HDL_size,LBPA36:3(18:1),0.3
DHA,LBPA36:3(18:1),0.3
Omega_3_pct,LBPA36:3(18:1),0.3
XL_HDL_P,LBPA36:3(18:1),0.3
XL_HDL_L,LBPA36:3(18:1),0.3
XL_HDL_PL,LBPA36:3(18:1),0.3
XL_HDL_C,LBPA36:3(18:1),0.3
L_HDL_P,LBPA36:3(18:1),0.3
L_HDL_L,LBPA36:3(18:1),0.3
L_HDL_PL,LBPA36:3(18:1),0.3
L_HDL_FC,LBPA36:3(18:1),0.3
XL_HDL_PL_pct,LBPA36:3(18:1),0.3
HDL_C,LBPA36:2(18:0),0.3
HDL_PL,LBPA36:2(18:0),0.3
HDL_CE,LBPA36:2(18:0),0.3
HDL_FC,LBPA36:2(18:0),0.3
HDL_L,LBPA36:2(18:0),0.3
HDL_P,LBPA36:2(18:0),0.3
LDL_size,LBPA36:2(18:0),0.3
HDL_size,LBPA36:2(18:0),0.3
ApoA1,LBPA36:2(18:0),0.3
DHA,LBPA36:2(18:0),0.3
DHA_pct,LBPA36:2(18:0),0.3
Gly,LBPA36:2(18:0),0.3
Citrate,LBPA36:2(18:0),0.3
Acetate,LBPA36:2(18:0),0.3
XL_HDL_P,LBPA36:2(18:0),0.3
XL_HDL_L,LBPA36:2(18:0),0.3
XL_HDL_PL,LBPA36:2(18:0),0.3
XL_HDL_C,LBPA36:2(18:0),0.3
XL_HDL_CE,LBPA36:2(18:0),0.3
XL_HDL_FC,LBPA36:2(18:0),0.3
L_HDL_P,LBPA36:2(18:0),0.3
L_HDL_L,LBPA36:2(18:0),0.3
L_HDL_PL,LBPA36:2(18:0),0.3
L_HDL_C,LBPA36:2(18:0),0.3
L_HDL_CE,LBPA36:2(18:0),0.3
L_HDL_FC,LBPA36:2(18:0),0.3
M_HDL_P,LBPA36:2(18:0),0.3
M_HDL_L,LBPA36:2(18:0),0.3
M_HDL_C,LBPA36:2(18:0),0.3
M_HDL_CE,LBPA36:2(18:0),0.3
M_HDL_FC,LBPA36:2(18:0),0.3
XXL_VLDL_FC_pct,LBPA36:2(18:0),0.3
XL_HDL_PL_pct,LBPA36:2(18:0),0.3
L_HDL_FC_pct,LBPA36:2(18:0),0.3
M_HDL_FC_pct,LBPA36:2(18:0),0.3
S_HDL_FC_pct,LBPA36:2(18:0),0.3
HDL_C,LBPA36:4(20:4),0.3
HDL_PL,LBPA36:4(20:4),0.3
HDL_CE,LBPA36:4(20:4),0.3
HDL_FC,LBPA36:4(20:4),0.3
HDL_L,LBPA36:4(20:4),0.3
HDL_size,LBPA36:4(20:4),0.3
Gly,LBPA36:4(20:4),0.3
XL_HDL_P,LBPA36:4(20:4),0.3
XL_HDL_L,LBPA36:4(20:4),0.3
XL_HDL_PL,LBPA36:4(20:4),0.3
XL_HDL_C,LBPA36:4(20:4),0.3
XL_HDL_CE,LBPA36:4(20:4),0.3
XL_HDL_FC,LBPA36:4(20:4),0.3
L_HDL_P,LBPA36:4(20:4),0.3
L_HDL_L,LBPA36:4(20:4),0.3
L_HDL_PL,LBPA36:4(20:4),0.3
L_HDL_C,LBPA36:4(20:4),0.3
L_HDL_CE,LBPA36:4(20:4),0.3
L_HDL_FC,LBPA36:4(20:4),0.3
M_HDL_FC,LBPA36:4(20:4),0.3
XL_HDL_PL_pct,LBPA36:4(20:4),0.3
L_HDL_FC_pct,LBPA36:4(20:4),0.3
M_HDL_FC_pct,LBPA36:4(20:4),0.3
S_HDL_FC_pct,LBPA36:4(20:4),0.3
HDL_C,LBPA36:4(20:3),0.3
HDL_PL,LBPA36:4(20:3),0.3
HDL_CE,LBPA36:4(20:3),0.3
HDL_FC,LBPA36:4(20:3),0.3
HDL_L,LBPA36:4(20:3),0.3
LDL_size,LBPA36:4(20:3),0.3
HDL_size,LBPA36:4(20:3),0.3
ApoA1,LBPA36:4(20:3),0.3
DHA_pct,LBPA36:4(20:3),0.3
Gly,LBPA36:4(20:3),0.3
Acetate,LBPA36:4(20:3),0.3
Acetone,LBPA36:4(20:3),0.3
XL_HDL_P,LBPA36:4(20:3),0.3
XL_HDL_L,LBPA36:4(20:3),0.3
XL_HDL_PL,LBPA36:4(20:3),0.3
XL_HDL_C,LBPA36:4(20:3),0.3
XL_HDL_CE,LBPA36:4(20:3),0.3
XL_HDL_FC,LBPA36:4(20:3),0.3
L_HDL_P,LBPA36:4(20:3),0.3
L_HDL_L,LBPA36:4(20:3),0.3
L_HDL_PL,LBPA36:4(20:3),0.3
L_HDL_C,LBPA36:4(20:3),0.3
L_HDL_CE,LBPA36:4(20:3),0.3
L_HDL_FC,LBPA36:4(20:3),0.3
M_HDL_P,LBPA36:4(20:3),0.3
M_HDL_C,LBPA36:4(20:3),0.3
M_HDL_CE,LBPA36:4(20:3),0.3
M_HDL_FC,LBPA36:4(20:3),0.3
XXL_VLDL_C_pct,LBPA36:4(20:3),0.3
XXL_VLDL_FC_pct,LBPA36:4(20:3),0.3
XL_VLDL_C_pct,LBPA36:4(20:3),0.3
XL_VLDL_FC_pct,LBPA36:4(20:3),0.3
L_VLDL_CE_pct,LBPA36:4(20:3),0.3
XL_HDL_PL_pct,LBPA36:4(20:3),0.3
L_HDL_C_pct,LBPA36:4(20:3),0.3
L_HDL_FC_pct,LBPA36:4(20:3),0.3
M_HDL_FC_pct,LBPA36:4(20:3),0.3
S_HDL_FC_pct,LBPA36:4(20:3),0.3
XL_HDL_PL_pct,LBPA38:6(22:6),0.3
HDL_C,LBPA38:5(20:4),0.3
HDL_PL,LBPA38:5(20:4),0.3
HDL_CE,LBPA38:5(20:4),0.3
HDL_FC,LBPA38:5(20:4),0.3
HDL_L,LBPA38:5(20:4),0.3
HDL_size,LBPA38:5(20:4),0.3
Omega_3_pct,LBPA38:5(20:4),0.3
DHA_pct,LBPA38:5(20:4),0.3
XL_HDL_L,LBPA38:5(20:4),0.3
XL_HDL_PL,LBPA38:5(20:4),0.3
XL_HDL_C,LBPA38:5(20:4),0.3
L_HDL_P,LBPA38:5(20:4),0.3
L_HDL_L,LBPA38:5(20:4),0.3
L_HDL_PL,LBPA38:5(20:4),0.3
L_HDL_C,LBPA38:5(20:4),0.3
L_HDL_CE,LBPA38:5(20:4),0.3
L_HDL_FC,LBPA38:5(20:4),0.3
M_HDL_P,LBPA38:5(20:4),0.3
M_HDL_C,LBPA38:5(20:4),0.3
M_HDL_CE,LBPA38:5(20:4),0.3
XXL_VLDL_FC_pct,LBPA38:5(20:4),0.3
XL_HDL_PL_pct,LBPA38:5(20:4),0.3
HDL_C,FFA20:5,0.3
HDL_CE,FFA20:5,0.3
HDL_size,FFA20:5,0.3
DHA_pct,FFA20:5,0.3
PUFA_by_MUFA,FFA20:5,0.3
Gly,FFA20:5,0.3
Acetate,FFA20:5,0.3
Acetone,FFA20:5,0.3
L_HDL_P,FFA20:5,0.3
L_HDL_L,FFA20:5,0.3
L_HDL_PL,FFA20:5,0.3
L_HDL_C,FFA20:5,0.3
L_HDL_CE,FFA20:5,0.3
L_HDL_FC,FFA20:5,0.3
M_HDL_C,FFA20:5,0.3
M_HDL_CE,FFA20:5,0.3
XL_HDL_PL_pct,FFA20:5,0.3
M_HDL_C_pct,FFA20:5,0.3
M_HDL_CE_pct,FFA20:5,0.3
Unsaturation,FFA20:4,0.3
DHA_pct,FFA20:4,0.3
PUFA_by_MUFA,FFA20:4,0.3
Gly,FFA20:4,0.3
Acetate,FFA20:4,0.3
XXL_VLDL_FC_pct,FFA20:4,0.3
L_HDL_C_pct,FFA20:4,0.3
PUFA_pct,FFA20:3,0.3
DHA_pct,FFA20:3,0.3
PUFA_by_MUFA,FFA20:3,0.3
Gly,FFA20:3,0.3
Acetate,FFA20:3,0.3
M_LDL_FC_pct,FFA20:3,0.3
S_LDL_PL_pct,FFA20:3,0.3
L_HDL_C_pct,FFA20:3,0.3
L_HDL_CE_pct,FFA20:3,0.3
M_HDL_C_pct,FFA20:3,0.3
M_HDL_CE_pct,FFA20:3,0.3
Omega_6_pct,LysoPC14:0e,0.3
PUFA_pct,LysoPC14:0e,0.3
PUFA_by_MUFA,LysoPC14:0e,0.3
Acetate,LysoPC14:0e,0.3
M_LDL_PL_pct,LysoPC14:0e,0.3
M_LDL_FC_pct,LysoPC14:0e,0.3
S_LDL_PL_pct,LysoPC14:0e,0.3
L_HDL_CE_pct,LysoPC14:0e,0.3
M_HDL_C_pct,LysoPC14:0e,0.3
M_HDL_CE_pct,LysoPC14:0e,0.3
XS_VLDL_C,PC36:4p,0.3
XS_VLDL_CE,PC36:4p,0.3
LDL_size,PC32:0,0.3
Sphingomyelins,PC32:0,0.3
Citrate,PC32:0,0.3
S_HDL_FC_pct,PC32:0,0.3
HDL_CE,PC34:3,0.3
M_HDL_C,PC34:3,0.3
M_HDL_CE,PC34:3,0.3
Total_C,PE,0.3
Remnant_C,PE,0.3
VLDL_C,PE,0.3
LDL_TG,PE,0.3
Total_PL,PE,0.3
VLDL_CE,PE,0.3
Total_FC,PE,0.3
Total_L,PE,0.3
VLDL_P,PE,0.3
Phosphoglyc,PE,0.3
Cholines,PE,0.3
Phosphatidylc,PE,0.3
Sphingomyelins,PE,0.3
Total_FA,PE,0.3
Omega_3,PE,0.3
Omega_6,PE,0.3
PUFA,PE,0.3
SFA,PE,0.3
LA,PE,0.3
DHA,PE,0.3
Glucose,PE,0.3
Pyruvate,PE,0.3
Acetoacetate,PE,0.3
XS_VLDL_P,PE,0.3
XS_VLDL_L,PE,0.3
XS_VLDL_PL,PE,0.3
XS_VLDL_C,PE,0.3
XS_VLDL_CE,PE,0.3
XS_VLDL_FC,PE,0.3
XS_VLDL_TG,PE,0.3
IDL_L,PE,0.3
IDL_PL,PE,0.3
IDL_TG,PE,0.3
